"variant","date_num","prob","SE","df","asymp.LCL","asymp.UCL","date","totcases","cases","smoothed_totcases","smoothed_cases"
"Alpha",18582,8.49800473948071e-06,9.8876946119381e-06,NA,-1.08815205900487e-05,2.78775300690101e-05,2020-11-16,1245,0.0105800159006535,1971.74400664868,0.0167558899135432
"C.1.2",18582,2.53538711074409e-19,1.19613852275236e-18,NA,-2.09084971404117e-18,2.59792713618998e-18,2020-11-16,1245,NA,1971.74400664868,NA
"Other",18582,0.297456020278648,0.00774566083709498,NA,0.28227480400148,0.312637236555817,2020-11-16,1245,370.332745246917,1971.74400664868,586.507125225992
"Omicron",18582,1.8780768154784e-30,7.12154976506191e-30,NA,-1.20799042381526e-29,1.58360578691094e-29,2020-11-16,1245,NA,1971.74400664868,NA
"Delta",18585,1.24247111154485e-14,1.83776012007749e-14,NA,-2.35947253603105e-14,4.84441475912074e-14,2020-11-19,2514,NA,2155.19958843191,NA
"Beta",18585,0.725263050146086,0.00737760030940149,NA,0.710803219247327,0.739722881044844,2020-11-19,2514,1823.31130806726,2155.19958843191,1563.08662717971
"Alpha",18585,1.13585133178693e-05,1.27577120834036e-05,NA,-1.36461428907332e-05,3.63631695264718e-05,2020-11-19,2514,0.0285553024811233,2155.19958843191,0.0244798632278702
"C.1.2",18585,6.55856689123919e-19,3.01356008584051e-18,NA,-5.25061254437091e-18,6.56232592261875e-18,2020-11-19,2514,NA,2155.19958843191,NA
"Other",18585,0.274725591340584,0.00737789549407242,NA,0.260265181890502,0.289186000790666,2020-11-19,2514,690.660136630229,2155.19958843191,592.08848138894
"Omicron",18585,2.74097362311666e-30,1.03592182223704e-29,NA,-1.75627210007204e-29,2.30446682469537e-29,2020-11-19,2514,NA,2155.19958843191,NA
"Delta",18588,2.7470038538217e-14,3.9469292499109e-14,NA,-4.98883532553136e-14,1.04828430331748e-13,2020-11-22,2270,NA,2397.82190343953,NA
"Beta",18588,0.746369200425187,0.00702663147912398,NA,0.732597255793469,0.760141145056906,2020-11-22,2270,1694.25808496518,2397.82190343953,1789.66041683216
"Alpha",18588,1.50840688577904e-05,1.6343677616594e-05,NA,-1.69489506456672e-05,4.71170883612481e-05,2020-11-22,2270,0.0342408363071843,2397.82190343953,0.0361689107002
"C.1.2",18588,1.67558520698753e-18,7.49559279185473e-18,NA,-1.30155067078258e-17,1.63666771218008e-17,2020-11-22,2270,NA,2397.82190343953,NA
"Other",18588,0.253615715505927,0.00702702645857573,NA,0.239842996728709,0.267388434283146,2020-11-22,2270,575.707674198455,2397.82190343953,608.125317696601
"Omicron",18588,4.00735466788692e-30,1.50956062670419e-29,NA,-2.55794899403124e-29,3.35941992760863e-29,2020-11-22,2270,NA,2397.82190343953,NA
"Delta",18591,6.00902902614544e-14,8.38296919651472e-14,NA,-1.04212886825321e-13,2.2439346734823e-13,2020-11-25,3250,NA,2717.01697176933,NA
"Beta",18591,0.765886643923172,0.00669341426034431,NA,0.75276779303929,0.779005494807053,2020-11-25,3250,2489.13159275031,2717.01697176933,2080.92700999071
"Alpha",18591,1.99073314832571e-05,2.07932628570454e-05,NA,-2.08467148376263e-05,6.06613778041406e-05,2020-11-25,3250,0.0646988273205857,2717.01697176933,0.0540885575026474
"C.1.2",18591,4.22855302519982e-18,1.84090514257555e-17,NA,-3.18525247588267e-17,4.03096308092263e-17,2020-11-25,3250,NA,2717.01697176933,NA
"Other",18591,0.234093448745285,0.00669393355055729,NA,0.220973580071288,0.247213317419282,2020-11-25,3250,760.803708422176,2717.01697176933,636.035873220952
"Omicron",18591,5.871088946718e-30,2.2043948808786e-29,NA,-3.73342567955472e-29,4.90764346889832e-29,2020-11-25,3250,NA,2717.01697176933,NA
"Delta",18594,1.30076088749123e-13,1.76106882315e-13,NA,-2.15087058017911e-13,4.75239235516156e-13,2020-11-28,3198,NA,3135.47482777857,NA
"Beta",18594,0.783867825850559,0.00637806180517799,NA,0.771367054421239,0.796368597279878,2020-11-28,3198,2506.80930707009,3135.47482777857,2457.79783625994
"Alpha",18594,2.61157991088286e-05,2.62773117670386e-05,NA,-2.53867855650977e-05,7.76183837827549e-05,2020-11-28,3198,0.0835183255500339,3135.47482777857,0.081885430713054
"C.1.2",18594,1.05427210775861e-17,4.46499304997926e-17,NA,-7.69695346142238e-17,9.8054976769396e-17,2020-11-28,3198,NA,3135.47482777857,NA
"Other",18594,0.216106058350202,0.00637873259139606,NA,0.203603972204054,0.228608144496351,2020-11-28,3198,691.107174603947,3135.47482777857,677.595106087505
"Omicron",18594,8.62238070484098e-30,3.22686444565441e-29,NA,-5.46230002599135e-29,7.18677616695955e-29,2020-11-28,3198,NA,3135.47482777857,NA
"Delta",18597,2.78680981960023e-13,3.65981371855118e-13,NA,-4.38629325888568e-13,9.95991289808615e-13,2020-12-01,2295,NA,3669.86314880424,NA
"Beta",18597,0.800379866659679,0.00608019752033161,NA,0.788462898500939,0.812296834818418,2020-12-01,2295,1836.87179398396,3669.86314880424,2937.28457769921
"Alpha",18597,3.4062773865231e-05,3.29918368929898e-05,NA,-3.06000382288487e-05,9.87255859593108e-05,2020-12-01,2295,0.0781740660207052,3669.86314880424,0.125005718554064
"C.1.2",18597,2.59722628191018e-17,1.06962415843558e-16,NA,-1.83670219933668e-16,2.35614745571871e-16,2020-12-01,2295,NA,3669.86314880424,NA
"Other",18597,0.199586070566177,0.00608104859305302,NA,0.187667434335555,0.211504706796799,2020-12-01,2295,458.050031949377,3669.86314880424,732.453565385457
"Omicron",18597,1.2697422629772e-29,4.73646355271485e-29,NA,-8.01355571443055e-29,1.05530402403849e-28,2020-12-01,2295,NA,3669.86314880424,NA
"Delta",18600,5.91009653576223e-13,7.52492312492981e-13,NA,-8.83848177553278e-13,2.06586748470573e-12,2020-12-04,4932,NA,4331.00958281951,NA
"Beta",18600,0.81550004266146,0.00579916750357105,NA,0.804133883214146,0.826866202108774,2020-12-04,4932,4022.04621040632,4331.00958281951,3531.9384995565
"Alpha",18600,4.41800234210269e-05,4.1159784767869e-05,NA,-3.64916723354167e-05,0.00012485171917747,2020-12-04,4932,0.217895875512504,4331.00958281951,0.191344104805658
"C.1.2",18600,6.32288942104282e-17,2.53111469042887e-16,NA,-4.32860469187654e-16,5.5931825760851e-16,2020-12-04,4932,NA,4331.00958281951,NA
"Other",18600,0.184455777314528,0.00580022738058878,NA,0.173087540546431,0.195824014082625,2020-12-04,4932,909.735893715251,4331.00958281951,798.879739155641
"Omicron",18600,1.87546135090054e-29,6.97319068072243e-29,NA,-1.17917412406458e-28,1.55426639424468e-28,2020-12-04,4932,NA,4331.00958281951,NA
"Delta",18603,1.24082890332379e-12,1.53092424194333e-12,NA,-1.75972747394441e-12,4.24138528059199e-12,2020-12-07,3313,NA,5123.60778019104,NA
"Beta",18603,0.829311900615705,0.00553419246487663,NA,0.818465082701034,0.840158718530376,2020-12-07,3313,2747.51032673983,5123.60778019104,4249.06890619964
"Alpha",18603,5.69922687787922e-05,5.10324398847006e-05,NA,-4.30294754384263e-05,0.000157014012996011,2020-12-07,3313,0.188815386464139,5123.60778019104,0.292006031725758
"C.1.2",18603,1.5212994824621e-16,5.91703025967697e-16,NA,-1.00758667219384e-15,1.31184656868626e-15,2020-12-07,3313,NA,5123.60778019104,NA
"Other",18603,0.170631107114276,0.00553548634877341,NA,0.159781753233767,0.181480460994785,2020-12-07,3313,565.300857869595,5123.60778019104,874.246867953312
"Omicron",18603,2.7792086943238e-29,1.02997436410104e-28,NA,-1.74079178920521e-28,2.29663352806997e-28,2020-12-07,3313,NA,5123.60778019104,NA
"Delta",18606,2.57931348305338e-12,3.08215133188753e-12,NA,-3.46159212234834e-12,8.6202190884551e-12,2020-12-10,8166,NA,6040.38745994077,NA
"Beta",18606,0.841902032123786,0.00528446746943808,NA,0.831544666206213,0.852259398041358,2020-12-10,8166,6874.97199432283,6040.38745994077,5085.41447733916
"Alpha",18606,7.3133603435722e-05,6.28903162677756e-05,NA,-5.01291514254516e-05,0.000196396358296896,2020-12-10,8166,0.597209005656106,6040.38745994077,0.441755301093416
"C.1.2",18606,3.61779456715396e-16,1.36659653908285e-15,NA,-2.31670054128408e-15,3.04025945471487e-15,2020-12-10,8166,NA,6040.38745994077,NA
"Other",18606,0.158024834270199,0.00528601257034373,NA,0.147664440010499,0.168385228529899,2020-12-10,8166,1290.43079665045,6040.38745994077,954.531227284929
"Omicron",18606,4.13297849864229e-29,1.52666780422899e-28,NA,-2.57891606278144e-28,3.4055117625099e-28,2020-12-10,8166,NA,6040.38745994077,NA
"Delta",18609,5.30894751983511e-12,6.14094412000569e-12,NA,-6.72708178644904e-12,1.73449768261193e-11,2020-12-13,7999,NA,7055.47571460925,NA
"Beta",18609,0.853357484509026,0.0050492211689219,NA,0.843461192867962,0.86325377615009,2020-12-13,7999,6826.0065185877,7055.47571460925,6020.84300783347
"Alpha",18609,9.33659088603926e-05,7.70433675323051e-05,NA,-5.76363167506079e-05,0.000244368134471393,2020-12-13,7999,0.74683390497428,7055.47571460925,0.658740902536921
"C.1.2",18609,8.50417562815071e-16,3.11850862953898e-15,NA,-5.26174703655868e-15,6.96258216218883e-15,2020-12-13,7999,NA,7055.47571460925,NA
"Other",18609,0.146549149576804,0.00505101978274668,NA,0.136649332717421,0.156448966436186,2020-12-13,7999,1172.24664746485,7055.47571460925,1033.97396583578
"Omicron",18609,6.16928571861969e-29,2.27134950113531e-28,NA,-3.83483464666626e-28,5.0686917903902e-28,2020-12-13,7999,NA,7055.47571460925,NA
"Delta",18612,1.08206836793337e-11,1.21093867700828e-11,NA,-1.29132782648945e-11,3.45546456235618e-11,2020-12-16,10008,NA,8139.42672326094,NA
"Beta",18612,0.86376375339594,0.00482774647498619,NA,0.854301544178477,0.873225962613403,2020-12-16,10008,8644.54764398657,8139.42672326094,7030.54177697508
"Alpha",18612,0.000118599275589913,9.38303323276125e-05,NA,-6.53047964296323e-05,0.000302503347609457,2020-12-16,10008,1.18694155010384,8139.42672326094,0.965330113095922
"C.1.2",18612,1.97606608837809e-15,7.03140208067973e-15,NA,-1.18052287505742e-14,1.57573609273304e-14,2020-12-16,10008,NA,8139.42672326094,NA
"Other",18612,0.136117647317647,0.00482977604612708,NA,0.126651460213844,0.145583834421451,2020-12-16,10008,1362.26541435502,8139.42672326094,1107.91961608467
"Omicron",18612,9.24548916981319e-29,3.39262115471883e-28,NA,-5.72486635945627e-28,7.57396419341891e-28,2020-12-16,10008,NA,8139.42672326094,NA
"Delta",18615,2.18406702115531e-11,2.36337636518648e-11,NA,-2.44806553652338e-11,6.816199578834e-11,2020-12-19,10939,NA,9286.35267212595,NA
"Beta",18615,0.873203285083684,0.00461941312362109,NA,0.864149401731675,0.882257168435693,2020-12-19,10939,9551.97073553042,9286.35267212595,8108.87365974603
"Alpha",18615,0.000149914365461166,0.000113617024416151,NA,-7.27709104250981e-05,0.00037259964134743,2020-12-19,10939,1.63991324377969,9286.35267212595,1.39215766829037
"C.1.2",18615,4.53906670265961e-15,1.56652250620994e-14,NA,-2.61642102287695e-14,3.52423436340888e-14,2020-12-19,10939,NA,9286.35267212595,NA
"Other",18615,0.126646800529009,0.00462161235098545,NA,0.117588606770572,0.135704994287446,2020-12-19,10939,1385.38935098683,9286.35267212595,1176.08685450877
"Omicron",18615,1.39134500054661e-28,5.08841508000996e-28,NA,-8.58176529466341e-28,1.13644552957566e-27,2020-12-19,10939,NA,9286.35267212595,NA
"Delta",18618,4.3657497407573e-11,4.5653994010138e-11,NA,-4.58226866027048e-11,1.33137681417851e-10,2020-12-22,9501,NA,10496.4680015719,NA
"Beta",18618,0.881754410457513,0.00442367030723049,NA,0.873084175975862,0.890424644939164,2020-12-22,9501,8377.54865375683,10496.4680015719,9255.30695461222
"Alpha",18618,0.000188586556306497,0.000136793377860475,NA,-7.95235376236115e-05,0.000456696650236606,2020-12-22,9501,1.79176087146803,10496.4680015719,1.97949275379779
"C.1.2",18618,1.03070895433397e-14,3.44854621337702e-14,NA,-5.72831742290697e-14,7.78973533157492e-14,2020-12-22,9501,NA,10496.4680015719,NA
"Other",18618,0.118057002942513,0.00442592018917789,NA,0.109382358773275,0.12673164711175,2020-12-22,9501,1121.65958495681,10496.4680015719,1239.18155374757
"Omicron",18618,2.10295487465106e-28,7.66483489528417e-28,NA,-1.29198454675518e-27,1.71257552168539e-27,2020-12-22,9501,NA,10496.4680015719,NA
"Delta",18621,8.64259249062815e-11,8.72901511421532e-11,NA,-8.46596275373967e-11,2.5751147734996e-10,2020-12-25,14796,NA,11774.7223687292,NA
"Beta",18621,0.889490633276158,0.00424004519585669,NA,0.881180297399456,0.897800969152859,2020-12-25,14796,13160.903409954,11774.7223687292,10473.5052564118
"Alpha",18621,0.000236111594002938,0.00016376907058653,NA,-8.4869886128259e-05,0.000557093074134135,2020-12-25,14796,3.49350714486747,11774.7223687292,2.78014846742269
"C.1.2",18621,2.31372920687108e-14,7.50134705682346e-14,NA,-1.23886408600384e-13,1.70160992737806e-13,2020-12-25,14796,NA,11774.7223687292,NA
"Other",18621,0.11027325504339,0.00424214378054275,NA,0.101958806016286,0.118587704070495,2020-12-25,14796,1631.60308162201,11774.7223687292,1298.43696283199
"Omicron",18621,3.19293147402574e-28,1.15975851782696e-27,NA,-1.95379177830182e-27,2.59237807310697e-27,2020-12-25,14796,NA,11774.7223687292,NA
"Delta",18624,1.69444246776714e-10,1.65193224078717e-10,NA,-1.54328522907626e-10,4.93217016461054e-10,2020-12-28,7458,NA,13131.98750928,NA
"Beta",18624,0.896480201450371,0.0040681410896978,NA,0.888506791430536,0.904453611470207,2020-12-28,7458,6685.94934241687,13131.98750928,11772.5668077631
"Alpha",18624,0.00029423233683088,0.000194967576734511,NA,-8.78970917218109e-05,0.000676361765383572,2020-12-28,7458,2.19438476808471,13131.98750928,3.86385537208938
"C.1.2",18624,5.13444111485506e-14,1.61227813474092e-13,NA,-2.64656296566812e-13,3.67345118863913e-13,2020-12-28,7458,NA,13131.98750928,NA
"Other",18624,0.103225566043302,0.00406977064412161,NA,0.0952489621554854,0.111202169931119,2020-12-28,7458,769.856271550947,13131.98750928,1355.556843919
"Omicron",18624,4.87060224680965e-28,1.76296114438863e-27,NA,-2.96828012446426e-27,3.94240057382619e-27,2020-12-28,7458,NA,13131.98750928,NA
"Delta",18627,3.29008796923367e-10,3.09424481679774e-10,NA,-2.77452043103963e-10,9.35469636950697e-10,2020-12-31,18000,NA,14568.818238766,NA
"Beta",18627,0.902785898261605,0.00390763727017367,NA,0.895127069947418,0.910444726575792,2020-12-31,18000,16250.1461687089,14568.818238766,13152.5236602944
"Alpha",18627,0.000364966013360343,0.000230818542314673,NA,-8.74300165404505e-05,0.000817362043261137,2020-12-31,18000,6.56938824048618,14568.818238766,5.31712351197388
"C.1.2",18627,1.12634178767857e-13,3.42394644634049e-13,NA,-5.5844699321427e-13,7.83715350749984e-13,2020-12-31,18000,NA,14568.818238766,NA
"Other",18627,0.0968491353959132,0.00390832265821156,NA,0.0891889637458567,0.10450930704597,2020-12-31,18000,1743.28443712644,14568.818238766,1410.9774501647
"Omicron",18627,7.46574381881671e-28,2.69270772957773e-27,NA,-4.53103578898331e-27,6.02418455274665e-27,2020-12-31,18000,NA,14568.818238766,NA
"Delta",18630,6.32676721445606e-10,5.73644717859633e-10,NA,-4.91646265480915e-10,1.75699970837213e-09,2021-01-03,11859,NA,15937.0111118785,NA
"Beta",18630,0.908464999834309,0.00375829132835734,NA,0.90109888418732,0.915831115481299,2021-01-03,11859,10773.4864330351,15937.0111118785,14478.216797112
"Alpha",18630,0.000450631228477807,0.000271748441938231,NA,-8.1985930576001e-05,0.000983248387531614,2021-01-03,11859,5.34403573851831,15937.0111118785,7.18171489561025
"C.1.2",18630,2.44248138766799e-13,7.18430269727268e-13,NA,-1.16384931530204e-12,1.65234559283564e-12,2021-01-03,11859,NA,15937.0111118785,NA
"Other",18630,0.0910843683042921,0.00375734866567167,NA,0.0837201002422161,0.0984486363663682,2021-01-03,11859,1080.1695237206,15937.0111118785,1451.61258978393
"Omicron",18630,1.15005935913392e-27,4.132980378229e-27,NA,-6.95043333100565e-27,9.25055204927348e-27,2021-01-03,11859,NA,15937.0111118785,NA
"Delta",18633,1.20487370507037e-09,1.05255202763089e-09,NA,-8.58090360940785e-10,3.26783777108153e-09,2021-01-06,21832,NA,16964.5185013133,NA
"Beta",18633,0.913569354552089,0.0036199437666421,NA,0.90647439514341,0.920664313960767,2021-01-06,21832,19945.0461485812,16964.5185013133,15498.2642175318
"Alpha",18633,0.000553873745239264,0.000318169558189401,NA,-6.97271297889821e-05,0.00117747462026751,2021-01-06,21832,12.0921716060636,16964.5185013133,9.39620139850319
"C.1.2",18633,5.23552144123089e-13,1.48933818250672e-12,NA,-2.39549705439042e-12,3.44260134263659e-12,2021-01-06,21832,NA,16964.5185013133,NA
"Other",18633,0.0858767704972748,0.00361641897986999,NA,0.0787887195437225,0.092964821450827,2021-01-06,21832,1874.8616534965,16964.5185013133,1456.85806193406
"Omicron",18633,1.78065374880316e-27,6.37554507732661e-27,NA,-1.07151849845686e-26,1.42764924821749e-26,2021-01-06,21832,NA,16964.5185013133,NA
"Delta",18636,2.27234602184952e-09,1.91134516247101e-09,NA,-1.47382165861852e-09,6.01851370231757e-09,2021-01-09,21606,NA,17341.2604451368,NA
"Beta",18636,0.918145548872776,0.00349252389485623,NA,0.911300327823713,0.92499076992184,2021-01-09,21606,19837.4527289452,17341.2604451368,15921.8010895459
"Alpha",18636,0.000677689847508817,0.000370467429730378,NA,-4.84129722078476e-05,0.00140379266722548,2021-01-09,21606,14.6421668452755,17341.2604451368,11.7519961466754
"C.1.2",18636,1.10926696703845e-12,3.05021104178602e-12,NA,-4.86903682010854e-12,7.08757075418544e-12,2021-01-09,21606,NA,17341.2604451368,NA
"Other",18636,0.0811767590062596,0.00348512173645664,NA,0.0743460459210669,0.0880074720914523,2021-01-09,21606,1753.90505508925,17341.2604451368,1407.70732001965
"Omicron",18636,2.77141983260065e-27,9.88552171868634e-27,NA,-1.66038467044131e-26,2.21466863696144e-26,2021-01-09,21606,NA,17341.2604451368,NA
"Delta",18639,4.24390098976254e-09,3.43486087117847e-09,NA,-2.48830260965314e-09,1.09761045891782e-08,2021-01-12,13105,NA,16798.7355724817,NA
"Beta",18639,0.922235131814413,0.00337605540769854,NA,0.915618184805512,0.928852078823314,2021-01-12,13105,12085.8914024279,16798.7355724817,15492.3841150032
"Alpha",18639,0.000825445856673284,0.000428987037972934,NA,-1.53532875881825e-05,0.00166624500093475,2021-01-12,13105,10.8174679517034,16798.7355724817,13.8664466756552
"C.1.2",18639,2.3229301695973e-12,6.17117657078137e-12,NA,-9.77235365137156e-12,1.44182139905662e-11,2021-01-12,13105,NA,16798.7355724817,NA
"Other",18639,0.0769394180826899,0.0033630608303023,NA,0.07034793997748,0.0835308961878997,2021-01-12,13105,1008.29107397365,16798.7355724817,1292.48493947173
"Omicron",18639,4.33647641121097e-27,1.54083172234177e-26,NA,-2.58632704090559e-26,3.45362232314779e-26,2021-01-12,13105,NA,16798.7355724817,NA
"Delta",18642,7.84865782712171e-09,6.10844009629684e-09,NA,-4.12366476334048e-09,1.98209804175839e-08,2021-01-15,14880,NA,15220.3216292513,NA
"Beta",18642,0.925874877112987,0.00327065950439789,NA,0.919464502278674,0.932285251947301,2021-01-15,14880,13777.0181714412,15220.3216292513,14092.1134181032
"Alpha",18642,0.00100089214461316,0.0004940181413644,NA,3.2634379829524e-05,0.0019691499093968,2021-01-15,14880,14.8932751118439,15220.3216292513,15.2339003572035
"C.1.2",18642,4.80765839532278e-12,1.23332755606243e-11,NA,-1.93651175149088e-11,2.89804343055544e-11,2021-01-15,14880,NA,15220.3216292513,NA
"Other",18642,0.0731242228889343,0.00324985510190314,NA,0.0667546239342304,0.0794938218436382,2021-01-15,14880,1088.08843658734,15220.3216292513,1112.97419125864
"Omicron",18642,6.82226594974311e-27,2.41449405409342e-26,NA,-4.0500947919349e-26,5.41454798188352e-26,2021-01-15,14880,NA,15220.3216292513,NA
"Delta",18645,1.43728769723024e-08,1.07492164462968e-08,NA,-6.69520012446497e-09,3.54409540690697e-08,2021-01-18,9010,NA,12864.7139321947,NA
"Beta",18645,0.929097067678185,0.00317655303510905,NA,0.92287113813439,0.93532299722198,2021-01-18,9010,8371.16457978045,12864.7139321947,11952.5679909208
"Alpha",18645,0.00120816976692249,0.00056578031450537,NA,9.92607273302202e-05,0.00231707880651476,2021-01-18,9010,10.8856095999716,12864.7139321947,15.5427584329842
"C.1.2",18645,9.833295978662e-12,2.43461160823266e-11,NA,-3.78842147061295e-11,5.75508066634535e-11,2021-01-18,9010,NA,12864.7139321947,NA
